STATENAME,ST_CASE,VEH_NO,VIOLATION,VIOLATIONNAME
California,60526,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60531,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60546,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60557,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60566,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60590,1,1,Manslaughter or homicide
California,60590,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60612,2,95,No Driver Present/Unknown if Driver Present
California,60613,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60616,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60621,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60628,1,1,Manslaughter or homicide
California,60628,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60634,2,95,No Driver Present/Unknown if Driver Present
California,60654,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60657,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60666,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60677,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60700,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60727,1,95,No Driver Present/Unknown if Driver Present
California,60735,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60736,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60763,1,1,Manslaughter or homicide
California,60763,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60773,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60773,1,37,Fail to obey stop sign
California,60779,2,95,No Driver Present/Unknown if Driver Present
California,60788,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60825,1,9,Serious violation resulting in death
California,60831,2,95,No Driver Present/Unknown if Driver Present
California,60831,3,95,No Driver Present/Unknown if Driver Present
California,60842,1,1,Manslaughter or homicide
California,60842,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60845,1,8,"Fail to give aid, info., wait for police after crash"
California,60845,1,46,Fail to yield generally
California,60850,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60878,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60880,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60909,1,5,Fleeing or eluding police
California,60916,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60922,2,95,No Driver Present/Unknown if Driver Present
California,60961,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,60961,1,52,"Driving on left, wrong side of road, generally"
California,60997,2,95,No Driver Present/Unknown if Driver Present
California,61018,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61028,2,95,No Driver Present/Unknown if Driver Present
California,61033,2,95,No Driver Present/Unknown if Driver Present
California,61033,3,95,No Driver Present/Unknown if Driver Present
California,61035,1,42,"Improper method & position of turn (too wide, wrong lane)"
California,61044,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61056,1,7,"Hit-and-run, fail to stop after crash"
California,61064,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61064,1,31,Fail to stop for red signal
California,61078,3,95,No Driver Present/Unknown if Driver Present
California,61091,1,7,"Hit-and-run, fail to stop after crash"
California,61094,1,8,"Fail to give aid, info., wait for police after crash"
California,61097,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61118,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61160,1,1,Manslaughter or homicide
California,61160,1,7,"Hit-and-run, fail to stop after crash"
California,61160,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61167,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61179,1,1,Manslaughter or homicide
California,61179,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61192,1,1,Manslaughter or homicide
California,61192,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61220,1,1,Manslaughter or homicide
California,61221,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61232,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61238,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61243,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61268,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61271,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61286,2,95,No Driver Present/Unknown if Driver Present
California,61296,1,7,"Hit-and-run, fail to stop after crash"
California,61302,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61317,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61318,1,7,"Hit-and-run, fail to stop after crash"
California,61325,1,95,No Driver Present/Unknown if Driver Present
California,61331,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61341,1,1,Manslaughter or homicide
California,61341,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61344,1,13,Driving under influence of substance not intended to intoxicate
California,61372,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61377,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61377,1,52,"Driving on left, wrong side of road, generally"
California,61394,2,95,No Driver Present/Unknown if Driver Present
California,61408,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61432,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61433,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61436,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61454,1,7,"Hit-and-run, fail to stop after crash"
California,61454,2,95,No Driver Present/Unknown if Driver Present
California,61469,2,95,No Driver Present/Unknown if Driver Present
California,61493,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61505,1,7,"Hit-and-run, fail to stop after crash"
California,61505,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61510,1,1,Manslaughter or homicide
California,61528,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61536,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61556,1,1,Manslaughter or homicide
California,61556,1,7,"Hit-and-run, fail to stop after crash"
California,61556,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61568,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61568,1,52,"Driving on left, wrong side of road, generally"
California,61575,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61578,1,1,Manslaughter or homicide
California,61578,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61582,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61586,1,72,Other driver license violations
California,61590,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61611,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61615,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61616,2,5,Fleeing or eluding police
California,61621,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61622,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61649,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61664,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61683,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61684,2,95,No Driver Present/Unknown if Driver Present
California,61684,3,95,No Driver Present/Unknown if Driver Present
California,61693,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61712,2,95,No Driver Present/Unknown if Driver Present
California,61719,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61722,3,95,No Driver Present/Unknown if Driver Present
California,61741,1,1,Manslaughter or homicide
California,61741,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61748,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61783,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61785,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61802,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61807,1,7,"Hit-and-run, fail to stop after crash"
California,61821,1,13,Driving under influence of substance not intended to intoxicate
California,61821,1,49,"Turn, yield, signaling violations generally"
California,61836,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61836,1,31,Fail to stop for red signal
California,61850,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61855,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61860,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61880,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61902,1,1,Manslaughter or homicide
California,61932,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61932,1,52,"Driving on left, wrong side of road, generally"
California,61948,2,95,No Driver Present/Unknown if Driver Present
California,61949,2,95,No Driver Present/Unknown if Driver Present
California,61963,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,61964,1,7,"Hit-and-run, fail to stop after crash"
California,61971,1,1,Manslaughter or homicide
California,61971,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,62008,1,1,Manslaughter or homicide
California,62008,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,62030,1,49,"Turn, yield, signaling violations generally"
California,62047,3,95,No Driver Present/Unknown if Driver Present
California,62059,3,95,No Driver Present/Unknown if Driver Present
California,62079,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,62091,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,62115,1,1,Manslaughter or homicide
California,62115,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,62119,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
California,62140,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
